职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
CAD支持工程师,奉加科技（上海）股份有限公司,2-4万·14薪,上海·浦东新区,3-4年,本科,合资,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/145839626.html?s=sou_sou_soulb&t=0_0&req=576c2e21ab927fcb4c0b5077989aa8f5,https://jobs.51job.com/all/coVTAFZgJnDjkAZQNlBWI.html
数据分析师,慧算基因科技（上海）有限公司,1-2万,上海·浦东新区,3-4年,本科,民营,150-500人,制药/生物工程,https://jobs.51job.com/shanghai/142613289.html?s=sou_sou_soulb&t=0_0&req=576c2e21ab927fcb4c0b5077989aa8f5,https://jobs.51job.com/all/coCGlVMl46VWkCZ1AwAW0.html
python开发工程师,广州赛意信息科技股份有限公司,1.5-2万,深圳·龙华区,3-4年,本科,已上市,5000-10000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/123425481.html?s=sou_sou_soulb&t=0_0&req=1573007a3112c9d9418a1a8d80fd16ca,https://jobs.51job.com/all/coUzQGZ1M5VWgPagJl.html
AI异构优化工程师 (J10681),曙光信息产业股份有限公司,1.5-2.5万,北京,3-4年,本科,国企,1000-5000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/beijing/140220749.html?s=sou_sou_soulb&t=0_0&req=85b940759cd1d92ac58cd148e00987a0,https://jobs.51job.com/all/coUzcFZQJlAjgGZ1My.html
Python开发工程师,威廉欧奈尔信息科技（上海）有限公司,1.2-2.4万·13薪,上海·浦东新区,2年,本科,外资（欧美）,50-150人,金融/投资/证券,https://jobs.51job.com/shanghai/147505584.html?s=sou_sou_soulb&t=0_0&req=a2929202832cf63f4900acba441fd2bb,https://jobs.51job.com/all/coUTMGYlY1UW9UOFA0B2o.html
测试开发(linux/python),思迹信息技术(苏州)有限公司,1.5-2.5万,上海·浦东新区,3-4年,大专,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/147419111.html?s=sou_sou_soulb&t=0_0&req=a2929202832cf63f4900acba441fd2bb,https://jobs.51job.com/all/coVTZWN1UyUmVTPlA7UzY.html
物联网数据分析工程师,宜通世纪科技股份有限公司,1-1.6万,广州·天河区,3-4年,本科,已上市,10000人以上,计算机软件,https://jobs.51job.com/guangzhou/140445997.html?s=sou_sou_soulb&t=0_0&req=38383e89b1d71dd0e0766b124b832d69,https://jobs.51job.com/all/coBmJQN1MyVmpVMgJg.html
数据分析师,北京览鸿科技有限公司,8千-1万,北京·顺义区,无需经验,大专,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/xiongan-xaxq/141797358.html?s=sou_sou_soulb&t=0_0&req=38383e89b1d71dd0e0766b124b832d69,https://jobs.51job.com/all/coAmNQNgBrVWMHa1A0UDA.html
数据挖掘工程师,四川神琥科技有限公司,8千-1.6万,成都·天府新区,2年,大专,民营,50-150人,互联网/电子商务,https://jobs.51job.com/chengdu/136690107.html?s=sou_sou_soulb&t=0_0&req=576c2e21ab927fcb4c0b5077989aa8f5,https://jobs.51job.com/all/coCW0CYVQwBz9SP1cxAmc.html
Python开发工程师,慧算基因科技（上海）有限公司,1-2万·13薪,上海·浦东新区,1年,本科,民营,150-500人,制药/生物工程,https://jobs.51job.com/shanghai/142217344.html?s=sou_sou_soulb&t=0_0&req=1573007a3112c9d9418a1a8d80fd16ca,https://jobs.51job.com/all/coCGlVMl46VWkCZ1AwAW0.html
数据库工具开发（shell/python/go）,京北方信息技术股份有限公司珠海分公司,1.5-2.1万,北京·丰台区,3-4年,本科,民营,少于50人,,https://jobs.51job.com/beijing/147809845.html?s=sou_sou_soulb&t=0_0&req=1573007a3112c9d9418a1a8d80fd16ca,https://jobs.51job.com/all/coBmVTP184UmkPagNnBmQ.html
电商Python数据分析 五险一金,深圳市九行星科技有限公司,8千-1.3万,深圳·龙岗区,2年,本科,民营,500-1000人,贸易/进出口,https://jobs.51job.com/shenzhen/148335340.html?s=sou_sou_soulb&t=0_0&req=8ca8bee5ab28af035dcd9dfc2917ec1e,https://jobs.51job.com/all/coVjZdO1M3VmAPYw1vAWc.html
Python数据分析师,西安晟启科技有限公司,8千-1.3万,深圳·南山区,无需经验,本科,民营,少于50人,计算机软件,https://jobs.51job.com/wuhan/142553625.html?s=sou_sou_soulb&t=0_0&req=8ca8bee5ab28af035dcd9dfc2917ec1e,https://jobs.51job.com/all/coVjZUOVMzADkGZ1Y0VTk.html
Display Mechanical engineer 测试工程师,深圳市鼎峰智能技术有限公司,2-4万,上海,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/143651988.html?s=sou_sou_soulb&t=0_0&req=1530edf5ba9c6e93fa7fceadf4323357,https://jobs.51job.com/all/coVTZQNFM3AzlSPwxmBWI.html
ATE 测试开发专家,上海月芯半导体科技有限责任公司,3-4万,上海·浦东新区,10年以上,本科,外资（非欧美）,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/143435348.html?s=sou_sou_soulb&t=0_0&req=1530edf5ba9c6e93fa7fceadf4323357,https://jobs.51job.com/all/coUTJVNlA1DjRSNARuVjA.html
算法工程师,芯原微电子（成都）有限公司,1.8-3.5万,成都·高新区,无需经验,硕士,外资（欧美）,500-1000人,电子技术/半导体/集成电路,https://jobs.51job.com/chengdu/140373141.html?s=sou_sou_soulb&t=0_0&req=1530edf5ba9c6e93fa7fceadf4323357,https://jobs.51job.com/all/coAmcFaVYyAz1SMQNlAGY.html
IT开发工程师,上海睿量私募基金管理有限公司,1.5-3万,上海·浦东新区,无需经验,本科,民营,少于50人,,https://jobs.51job.com/shanghai/143983130.html?s=sou_sou_soulb&t=0_0&req=1530edf5ba9c6e93fa7fceadf4323357,https://jobs.51job.com/all/coA2JSNABrBj9UOAFrBmI.html
软件研发工程师,富士康科技集团,1-1.5万,深圳·龙华区,3-4年,本科,外资（非欧美）,10000人以上,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/141758177.html?s=sou_sou_soulb&t=0_0&req=1530edf5ba9c6e93fa7fceadf4323357,https://jobs.51job.com/all/coUTEFaV8_AjwObAJiVTU.html
爬虫工程师-Python,北京弘亚世纪投资顾问有限公司上海分公司,1.1-1.7万,上海,3-4年,本科,外资（欧美）,50-150人,互联网/电子商务,https://jobs.51job.com/shanghai/129071444.html?s=sou_sou_soulb&t=0_0&req=8ca8bee5ab28af035dcd9dfc2917ec1e,https://jobs.51job.com/all/coAmcAZ1QyVG8DZQJiB2E.html
Python开发工程师,广州中隐丰约投资咨询有限公司,15-25万/年,深圳,3-4年,本科,民营,少于50人,金融/投资/证券,https://jobs.51job.com/shenzhen/146335924.html?s=sou_sou_soulb&t=0_0&req=baa53e6c2768368623c427da4a1e9531,https://jobs.51job.com/all/coAmcGZQRiDjJUNlY0VjI.html
少儿编程讲师(python方向）+双休,深圳市小码教育科技有限公司,9千-1.4万,深圳·南山区,1年,本科,民营,500-1000人,教育/培训/院校,https://jobs.51job.com/shenzhen/139865202.html?s=sou_sou_soulb&t=0_0&req=baa53e6c2768368623c427da4a1e9531,https://jobs.51job.com/all/coBGZWOlExAT8PagJlVDg.html
Python,深圳创维光伏科技有限公司,1-1.8万·14薪,北京·朝阳区,2年,本科,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/147627451.html?s=sou_sou_soulb&t=0_0&req=baa53e6c2768368623c427da4a1e9531,https://jobs.51job.com/all/coCGgHYVQxU20FaAxoUTw.html
Python开发工程师,达而观信息科技（上海）有限公司,1.2-2万,上海·浦东新区,3-4年,本科,民营,500-1000人,计算机软件,https://jobs.51job.com/shanghai/112831793.html?s=sou_sou_soulb&t=0_0&req=a2929202832cf63f4900acba441fd2bb,https://jobs.51job.com/all/coBGZWMwBgVGlVNw1sAWU.html
Python讲师/双休/稳定学源,深圳市小码教育科技有限公司,1-1.5万,深圳·罗湖区,2年,本科,民营,500-1000人,教育/培训/院校,https://jobs.51job.com/shenzhen/139818655.html?s=sou_sou_soulb&t=0_0&req=a2929202832cf63f4900acba441fd2bb,https://jobs.51job.com/all/coBGZWOlExAT8PagJlVDg.html
Python开发工程师（中级）,加绩（上海）科技服务有限公司,1.6-1.8万,上海·黄浦区,5-7年,本科,已上市,150-500人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shanghai/143006209.html?s=sou_sou_soulb&t=0_0&req=a2929202832cf63f4900acba441fd2bb,https://jobs.51job.com/all/coBGQAYFQyATtTNFY8Am4.html
Python开发工程师,北京芯同汇科技有限公司,8千-1.5万,北京·昌平区,3-4年,本科,民营,少于50人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/136174084.html?s=sou_sou_soulb&t=0_0&req=a2929202832cf63f4900acba441fd2bb,https://jobs.51job.com/all/coBmNQMlIwBDoAbFQwVzo.html
Python,深圳市网新新思软件有限公司,9千-1万,深圳·南山区,2年,本科,已上市,1000-5000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/147225444.html?s=sou_sou_soulb&t=0_0&req=a2929202832cf63f4900acba441fd2bb,https://jobs.51job.com/all/coA2ZcP1I1U2QAZwRlBmQ.html
python后端开发工程师,广州昂特机械设备有限公司,9千-1.5万,广州·黄埔区,2年,本科,民营,50-150人,机械/设备/重工,https://jobs.51job.com/guangzhou/137520523.html?s=sou_sou_soulb&t=0_0&req=a2929202832cf63f4900acba441fd2bb,https://jobs.51job.com/all/coVDcGYF46AjwCZQJiBWc.html
嵌入式高级软件工程师(B4670),上海近观科技有限责任公司,2-4万·15薪,上海·宝山区,5-7年,硕士,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/141582816.html?s=sou_sou_soulb&t=0_0&req=353e6a5854ec77df2e5cf2da3c45134d,https://jobs.51job.com/all/coA2JUMgdkBzEHawRiUDc.html
Python/周末双休,深圳市睿服科技有限公司,1.4-1.8万,广州·天河区,3-4年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/guangzhou/146307957.html?s=sou_sou_soulb&t=0_0&req=35b36311f2f183359952bf175d2df60c,https://jobs.51job.com/all/coVjVdOwVmDzECYQJkXD4.html
Python嵌入式软件工程师,上海嘉为信息技术有限公司,1.5-2.5万,上海·青浦区,2年,本科,民营,50-150人,通信/电信/网络设备,https://jobs.51job.com/shanghai/142851376.html?s=sou_sou_soulb&t=0_0&req=35b36311f2f183359952bf175d2df60c,https://jobs.51job.com/all/coAGVVMlY1AjVWNwxoVTA.html
量化研究员,上海慧度至明信息科技有限公司,1.5-3万,上海·浦东新区,2年,硕士,民营,少于50人,,https://jobs.51job.com/shanghai/142030348.html?s=sou_sou_soulb&t=0_0&req=38383e89b1d71dd0e0766b124b832d69,https://jobs.51job.com/all/coAmFUNV89U2VRM1Y9Uzc.html
操作系统工程师（服务器）,研祥智能科技股份有限公司,2-3.5万·14薪,深圳·光明区,3-4年,本科,已上市,1000-5000人,仪器仪表/工业自动化,https://jobs.51job.com/shenzhen/134352252.html?s=sou_sou_soulb&t=0_0&req=1530edf5ba9c6e93fa7fceadf4323357,https://jobs.51job.com/all/coUTVRNVMzAzhWOgBhAmA.html
上海技术支持工程师（视觉系统）,东莞市拓能电子科技有限公司,1-1.5万,上海,1年,本科,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/guangzhou/141339034.html?s=sou_sou_soulb&t=0_0&req=85b940759cd1d92ac58cd148e00987a0,https://jobs.51job.com/all/coVTBcMARjUWsFYw1vAmM.html
测试开发,深圳市长亮科技股份有限公司,1.4-2万,北京·丰台区,5-7年,本科,已上市,5000-10000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/147937235.html?s=sou_sou_soulb&t=0_0&req=85b940759cd1d92ac58cd148e00987a0,https://jobs.51job.com/all/coAWVTPgdkU28BY1A1.html
Python工程师,深圳市菲菱科思通信技术股份有限公司,7千-1.4万,深圳·宝安区,1年,本科,已上市,1000-5000人,通信/电信/网络设备,https://jobs.51job.com/shenzhen/146686170.html?s=sou_sou_soulb&t=0_0&req=8ca8bee5ab28af035dcd9dfc2917ec1e,https://jobs.51job.com/all/coUjACYARiU2oOagViVjY.html
Python开发工程师,广东美亚旅游科技集团股份有限公司,1.2-1.6万,广州·天河区,3-4年,大专,民营,500-1000人,酒店/旅游,https://jobs.51job.com/guangzhou/148310933.html?s=sou_sou_soulb&t=0_0&req=8ca8bee5ab28af035dcd9dfc2917ec1e,https://jobs.51job.com/all/coBWUFZFEyDzgPbA1rXT8.html
财务数据分析师助理,深圳晟晰信息科技有限公司,6-9千,深圳·宝安区,1年,大专,民营,少于50人,计算机软件,https://jobs.51job.com/shenzhen/143397140.html?s=sou_sou_soulb&t=0_0&req=4b3d518db3036c7db92bd8abb2e1a08c,https://jobs.51job.com/all/coUjMFYVUxBDkAZwxpVDA.html
机器翻译算法研究工程师,潍坊赢启信息科技有限公司,4-6万·14薪,北京·朝阳区,3-4年,硕士,民营,150-500人,计算机软件,https://jobs.51job.com/beijing/140351100.html?s=sou_sou_soulb&t=0_0&req=4b3d518db3036c7db92bd8abb2e1a08c,https://jobs.51job.com/all/coUzNUM1E3U2tUOQdjVzU.html
SSD测试开发工程师,深圳佰维存储科技股份有限公司,1.5-2.5万·15薪,深圳,2年,本科,已上市,1000-5000人,,https://jobs.51job.com/shenzhen/147830338.html?s=sou_sou_soulb&t=0_0&req=4b3d518db3036c7db92bd8abb2e1a08c,https://jobs.51job.com/all/coB2MHYlUxUm8AYlcyB2U.html
嵌入式软件工程师（系统及驱动方向） (MJ000303),深圳光峰科技股份有限公司,2-3万·14薪,深圳·南山区,3-4年,本科,已上市,1000-5000人,计算机硬件,https://jobs.51job.com/shenzhen/143241625.html?s=sou_sou_soulb&t=0_0&req=353e6a5854ec77df2e5cf2da3c45134d,https://jobs.51job.com/all/coBGAFZV8-Az1WNgRiBmA.html
Django开发,深圳市睿服科技有限公司,1.2-1.5万,深圳·福田区,3-4年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/shenzhen/147086579.html?s=sou_sou_soulb&t=0_0&req=a4ae02eb149f09d9fa7234cc4aa00bb6,https://jobs.51job.com/all/coVjVdOwVmDzECYQJkXD4.html
算法工程师（Scheduling）,上扬软件（上海）有限公司,1.5-3万,北京·大兴区,5-7年,硕士,外资（非欧美）,150-500人,计算机软件,https://jobs.51job.com/tianjin/148534499.html?s=sou_sou_soulb&t=0_0&req=a4ae02eb149f09d9fa7234cc4aa00bb6,https://jobs.51job.com/all/coBGYHalEzBThWMQdi.html
自动化测试工程师,高知特信息技术（上海）有限公司 Cognizant Technology Solutions,1.5-2.5万·14薪,上海·浦东新区,5-7年,本科,外资（欧美）,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/147598279.html?s=sou_sou_soulb&t=0_0&req=a4ae02eb149f09d9fa7234cc4aa00bb6,https://jobs.51job.com/all/coUzBcPQBiBz0EYAFi.html
Python开发工程师,上海讯析电子科技有限公司,1-2万,上海·闵行区,3-4年,本科,民营,50-150人,计算机硬件,https://jobs.51job.com/shanghai/146085631.html?s=sou_sou_soulb&t=0_0&req=1573007a3112c9d9418a1a8d80fd16ca,https://jobs.51job.com/all/coCWxTMwdsU2sBZlExAWU.html
Python开发工程师,广州赛意信息科技股份有限公司,1-1.5万,深圳·龙华区,2年,本科,已上市,5000-10000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/135532152.html?s=sou_sou_soulb&t=0_0&req=1573007a3112c9d9418a1a8d80fd16ca,https://jobs.51job.com/all/coUzQGZ1M5VWgPagJl.html
后端开发工程师（python）,江苏创源电子有限公司,1.8-3.2万·13薪,北京·海淀区,3-4年,大专,民营,1000-5000人,机械/设备/重工,https://jobs.51job.com/beijing/147465537.html?s=sou_sou_soulb&t=0_0&req=1573007a3112c9d9418a1a8d80fd16ca,https://jobs.51job.com/all/coUTVUMVIyAj8Ob1E7UDU.html
Financial ERP Business Analyst,深圳市季霈环保科技有限公司,1-2万,深圳·南山区,8-9年,本科,外资（欧美）,150-500人,贸易/进出口,https://jobs.51job.com/shenzhen/140203017.html?s=sou_sou_soulb&t=0_0&req=38383e89b1d71dd0e0766b124b832d69,https://jobs.51job.com/all/coAGRcOVYyVG9SM1Q1AGI.html
ERP开发工程师,四川多联实业有限公司,1.2-1.5万,成都,3-4年,本科,民营,500-1000人,建筑/建材/工程,https://jobs.51job.com/chengdu/148330035.html?s=sou_sou_soulb&t=0_0&req=38383e89b1d71dd0e0766b124b832d69,https://jobs.51job.com/all/coBGEFZwNiATxUNwBrUTU.html
测试开发,深圳市长亮科技股份有限公司,1.4-2万,北京·丰台区,5-7年,本科,已上市,5000-10000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/tianjin/147937232.html?s=sou_sou_soulb&t=0_0&req=38383e89b1d71dd0e0766b124b832d69,https://jobs.51job.com/all/coAWVTPgdkU28BY1A1.html
数据分析师,上海欧泓贸易有限公司,8千-1万,上海·闵行区,1年,本科,民营,少于50人,贸易/进出口,https://jobs.51job.com/shanghai/142583339.html?s=sou_sou_soulb&t=0_0&req=85b940759cd1d92ac58cd148e00987a0,https://jobs.51job.com/all/coAWRRMVEyDjhVOAJnXTA.html
测试工程师,成都玖锦科技有限公司,8千-1万,成都,1年,本科,民营,150-500人,仪器仪表/工业自动化,https://jobs.51job.com/chengdu/139899077.html?s=sou_sou_soulb&t=0_0&req=2a9890a07b955e723ae35e3b5addd054,https://jobs.51job.com/all/coAGVTNlM3VG5RPQdjBmc.html
ERP开发工程师,百芯智能制造科技（深圳）有限公司,1.3-1.6万,深圳·宝安区,3-4年,大专,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/131611829.html?s=sou_sou_soulb&t=0_0&req=2a9890a07b955e723ae35e3b5addd054,https://jobs.51job.com/all/coVTZTPgNpVm4BZlY1AmM.html
Python技术管培生,中山华定科技有限公司,5.3千-1万,中山·东区,无需经验,,外资（欧美）,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/148575163.html?s=sou_sou_soulb&t=0_1&req=f8b744526e9c7c16ac162b44ceb1ec8c,https://jobs.51job.com/all/coAWNXMVUyAzUEYQBgBmU.html
Python开发工程师(005866),广州南天电脑系统有限公司,1.3-1.6万,广州·番禺区,5-7年,本科,已上市,500-1000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/146957579.html?s=sou_sou_soulb&t=0_0&req=f8b744526e9c7c16ac162b44ceb1ec8c,https://jobs.51job.com/all/coBmJSMVY3VGtTNFMzAGE.html
服务器Linux开发工程师,立讯精密工业股份有限公司,1.5-2.5万,上海·浦东新区,5-7年,本科,已上市,10000人以上,多元化业务集团公司,https://jobs.51job.com/shanghai/147946396.html?s=sou_sou_soulb&t=0_0&req=585b88ebe53a7335a5cd31df34cb39c1,https://jobs.51job.com/all/coCG1VMQdgBzAGagVjUTQ.html
高级/软件开发工程师,现代牙科技术（东莞）有限公司,2-3.5万,东莞·松山湖区,5-7年,本科,外资（非欧美）,1000-5000人,原材料和加工,https://jobs.51job.com/shenzhen/142061984.html?s=sou_sou_soulb&t=0_1&req=585b88ebe53a7335a5cd31df34cb39c1,https://jobs.51job.com/all/coAmEAYgJoAT0CZgJpVzM.html
Python,深圳市长亮科技股份有限公司,1.1-1.8万,深圳·福田区,3-4年,大专,已上市,5000-10000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/147991200.html?s=sou_sou_soulb&t=0_0&req=baa53e6c2768368623c427da4a1e9531,https://jobs.51job.com/all/coAWVTPgdkU28BY1A1.html
Python开发工程师,广州中隐丰约投资咨询有限公司,15-25万/年,上海,3-4年,本科,民营,少于50人,金融/投资/证券,https://jobs.51job.com/shanghai/146336042.html?s=sou_sou_soulb&t=0_0&req=baa53e6c2768368623c427da4a1e9531,https://jobs.51job.com/all/coAmcGZQRiDjJUNlY0VjI.html
Python工程师,广州市埃特斯通讯设备有限公司,1.3-1.8万,广州·黄埔区,1年,硕士,民营,150-500人,通信/电信/网络设备,https://jobs.51job.com/zhongshan/140599747.html?s=sou_sou_soulb&t=0_0&req=baa53e6c2768368623c427da4a1e9531,https://jobs.51job.com/all/coA2dQM1EzAzUAZ1MwB2E.html
数据采集,深圳乙人信息科技有限公司,1-1.3万,深圳·龙岗区,1年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/143129535.html?s=sou_sou_soulb&t=0_0&req=4b3d518db3036c7db92bd8abb2e1a08c,https://jobs.51job.com/all/coBWVSPwBhVmkDYFQwVTI.html
ETL工程师,上海达质科技有限公司,8千-1.2万,上海,无需经验,大专,民营,少于50人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/141771406.html?s=sou_sou_soulb&t=0_0&req=353e6a5854ec77df2e5cf2da3c45134d,https://jobs.51job.com/all/coAGEGYFMwUmgHZlY8AmA.html
架构师,博彦科技广州有限公司,1.5-3万,上海,8-9年,本科,民营,,计算机软件,https://jobs.51job.com/shanghai/147822512.html?s=sou_sou_soulb&t=0_0&req=1f7850fb8de86a43cc54dbdf481ac447,https://jobs.51job.com/all/coVDRdPwNjBDoPawJpUDA.html
数据采集员（双休+13薪）,深圳市中普传媒有限公司,7千-1.1万,广州·越秀区,无需经验,大专,民营,150-500人,,https://jobs.51job.com/guangzhou/141872256.html?s=sou_sou_soulb&t=0_0&req=1f7850fb8de86a43cc54dbdf481ac447,https://jobs.51job.com/all/coVTRSNQJkDzcEZgZlUzQ.html
软件工程师,上海福赛特机器人股份有限公司,1-1.5万·13薪,上海·青浦区,2年,本科,民营,50-150人,机械/设备/重工,https://jobs.51job.com/shanghai/140897287.html?s=sou_sou_soulb&t=0_0&req=a4ae02eb149f09d9fa7234cc4aa00bb6,https://jobs.51job.com/all/coA2ZQM1Q-BDMEaFY0AmA.html
量化策略研究员,中量投资产管理有限公司,1.2-2万,深圳·福田区,1年,本科,民营,少于50人,,https://jobs.51job.com/shenzhen/140485388.html?s=sou_sou_soulb&t=0_0&req=a4ae02eb149f09d9fa7234cc4aa00bb6,https://jobs.51job.com/all/coAGEGYFc2AD4AZAFkAmI.html
服务端开发工程师（高级）,北京华云星地通科技有限公司,1.6-2.8万,北京·海淀区,1年,硕士,国企,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/146809225.html?s=sou_sou_soulb&t=0_0&req=a4ae02eb149f09d9fa7234cc4aa00bb6,https://jobs.51job.com/all/coA2cBYlIxVW1UNANkBWM.html
